ISIN,SYMBOL,SERIES,TYPE,HAIRCUT,NAV
INF760K01CZ2,CRLISWR,DR,GMF,10,1001.48
INF760K01GB4,CRMIDG,GR,OMF,7.5,90.46
INF760K01FZ5,CRMIDM,DP,OMF,7.5,15.75
INF760K01GA6,CRMIDM,DR,OMF,7.5,15.75
INF760K01308,CRMIDP,DP,OMF,7.5,13.24
INF760K01316,CRMIDPR,DR,OMF,7.5,13.24
INF760K01282,CRMIGP,GR,OMF,7.5,80.71
INF760K01GC2,CRMIQD,DP,OMF,7.5,15.65
INF760K01GD0,CRMIQD,DR,OMF,7.5,15.65
INF760K01AP7,CRMIQP,DP,OMF,7.5,13.48
INF760K01AQ5,CRMIQPR,DR,OMF,7.5,13.48
INF760K01HB2,CRMODG,GR,OMF,7.5,20.07
INF760K01GY6,CRMOGPG,GR,OMF,7.5,18.97
INF760K01JM5,CROFDG,GR,GMF,10,1181.13
INF760K01JN3,CROFDR,DR,GMF,10,1001.00
INF760K01JO1,CROFGP,GR,GMF,10,1180.22
INF760K01JD4,CRSCDD,DP,OMF,7.5,27.78
INF760K01JE2,CRSCDD,DR,OMF,7.5,27.78
INF760K01JC6,CRSCDG,GR,OMF,7.5,29.55
INF760K01JG7,CRSCDP,DP,OMF,7.5,25.47
INF760K01JH5,CRSCDP,DR,OMF,7.5,25.47
INF760K01JF9,CRSCGP,GR,OMF,7.5,27.43
INF760K01GM1,CRTADG,GR,OMF,7.5,3513.54
INF760K01DA3,CRTASDR,DR,OMF,7.5,1240.71
INF760K01DC9,CRTASGG,GR,OMF,7.5,3339.28
INF760K01DE5,CRTASWD,DP,OMF,7.5,1241.90
INF760K01DF2,CRTASWR,DR,OMF,7.5,1241.90
INF760K01JY0,CRVFDD,DP,OMF,7.5,13.30
INF760K01JX2,CRVFDD,DR,OMF,7.5,13.30
INF760K01JW4,CRVFDG,GR,OMF,7.5,13.30
INF760K01KB6,CRVFDP,DP,OMF,7.5,12.89
INF760K01KA8,CRVFDP,DR,OMF,7.5,12.89
INF760K01JZ7,CRVFGP,GR,OMF,7.5,12.90
INF761K01DG8,CSDG,DP,OMF,7.5,11.04
INF789F01JO0,DBDPD,DR,OMF,7.5,14.51
INF789F01JP7,DBDPR,DR,OMF,7.5,14.51
INF789F01JQ5,DBGPG,GR,OMF,7.5,26.66
INF579M01266,DDG,GR,OMF,7.5,20.05
INF247L01601,DEADD,DP,OMF,7.5,13.68
INF247L01627,DEADR,DR,OMF,7.5,13.68
INF247L01643,DEDQD,DP,OMF,7.5,12.40
INF247L01668,DEDQR,DP,OMF,7.5,12.40
INF247L01635,DEGDG,GR,OMF,7.5,18.29
INF247L01585,DEGPGG,GR,OMF,7.5,16.89
INF247L01593,DEQDD,DP,OMF,7.5,11.91
INF247L01619,DEQDR,DR,OMF,7.5,11.91
INF740K01K99,DPDYADMDP,DP,OMF,7.5,13.70
INF740K01L07,DPDYADMDR,DR,OMF,7.5,13.70
INF663L01NY6,DPRMIOMD,DP,OMF,7.5,22.58
INF663L01NZ3,DPRMIOMD,DR,OMF,7.5,22.58
INF740K019I5,DSP10YDGR,GR,GMF,10,19.01
INF740K012I0,DSP10YRGR,GR,GMF,10,18.63
INF740KA1DO2,DSPAFDDP,DP,OMF,7.5,11.20
INF740KA1DP9,DSPAFDDR,DR,OMF,7.5,11.20
INF740KA1DN4,DSPAFDGR,GR,OMF,7.5,13.47
INF740KA1DQ7,DSPAFDMP,DP,OMF,7.5,11.86
INF740KA1DR5,DSPAFDMR,DR,OMF,7.5,11.86
INF740KA1DJ2,DSPAFRDP,DP,OMF,7.5,10.89
INF740KA1DK0,DSPAFRDR,DR,OMF,7.5,10.89
INF740KA1DI4,DSPAFRGR,GR,OMF,7.5,13.03
INF740KA1DL8,DSPAFRMP,DP,OMF,7.5,10.98
INF740KA1DM6,DSPAFRMR,DR,OMF,7.5,10.98
INF740K01MZ3,DSPBDDGR,GR,OMF,7.5,74.02
INF740K01NZ1,DSPBLDDP,DP,OMF,7.5,55.42
INF740K01OA2,DSPBLDDR,DR,OMF,7.5,55.42
INF740K01NY4,DSPBLDGR,GR,OMF,7.5,280.03
INF740K01ZW2,DSPBPDDGR,GR,OMF,7.5,21.30
INF740K01ZP6,DSPBPDRG,GR,OMF,7.5,20.68
INF740K01318,DSPBRBALF,GR,OMF,7.5,254.35
INF740K01326,DSPBRBALF,DP,OMF,7.5,25.27
INF740K01334,DSPBRBALF,DR,OMF,7.5,25.27
INF740K01565,DSPBRBDF,DP,OMF,7.5,11.52
INF740K01995,DSPBRBDF,DR,OMF,7.5,11.52
INF740K01557,DSPBRBF,GR,OMF,7.5,70.20
INF740K01011,DSPBREF,DP,OMF,8.5,52.50
INF740K01037,DSPBREF,GR,OMF,8.5,71.87
INF740K01029,DSPBREF,DR,OMF,8.5,52.50
INF740K01532,DSPBRF25,GR,OMF,7.5,36.37
INF740K01540,DSPBRF25,DP,OMF,7.5,17.26
INF740K01AC7,DSPBRF25,DR,OMF,7.5,17.26
INF740K01599,DSPBRFRF,GR,OMF,7.5,35.09
INF740K01581,DSPBRFRF,DP,OMF,7.5,11.78
INF740K01AB9,DSPBRFRF,DR,OMF,7.5,11.78
INF740K01607,DSPBRGSDF,DP,GMF,10,12.59
INF740K01AD5,DSPBRGSDF,DR,GMF,10,12.59
INF740K01615,DSPBRGSF,GR,GMF,10,81.79
INF740K01JW6,DSPBRIOF,DP,OMF,7.5,10.71
INF740K01JX4,DSPBRIOF,DR,OMF,7.5,10.93
INF740K01JV8,DSPBRIOFM,DR,OMF,7.5,10.71
INF740K01JY2,DSPBRIOFQ,DP,OMF,7.5,10.93
INF740K01151,DSPBRITF,GR,OMF,7.5,190.19
INF740K01136,DSPBRITF,DP,OMF,7.5,21.16
INF740K01144,DSPBRITF,DR,OMF,7.5,21.16
INF740K01FK9,DSPBRLIGF,GR,GMF,10,3248.82
INF740K01797,DSPBRMCF,GR,OMF,7.5,132.38
INF740K01805,DSPBRMCF,DP,OMF,7.5,46.76
INF740K01AM6,DSPBRMCF,DR,OMF,7.5,46.76
INF740K01MK5,DSPBRMDF,DP,OMF,7.5,1101.42
INF740K01QQ3,DSPBRMMF,GR,OMF,7.5,2978.47
INF740K01QS9,DSPBRMMF,DP,OMF,7.5,1064.93
INF740K01QR1,DSPBRMMF,DR,OMF,7.5,1064.93
INF740K01060,DSPBRNRNEF,GR,OMF,7.5,60.82
INF740K01045,DSPBRNRNEF,DP,OMF,7.5,22.94
INF740K01052,DSPBRNRNEF,DR,OMF,7.5,22.94
INF740K01094,DSPBROF,GR,OMF,7.5,399.99
INF740K01078,DSPBROF,DP,OMF,7.5,30.15
INF740K01086,DSPBROF,DR,OMF,7.5,30.15
INF740K01466,DSPBRSFAGG,DR,OMF,7.5,10.91
INF740K01128,DSPBRSMF,GR,OMF,7.5,94.89
INF740K01102,DSPBRSMF,DP,OMF,7.5,23.21
INF740K01110,DSPBRSMF,DR,OMF,7.5,23.21
INF740K01649,DSPBRSTDF,DP,OMF,7.5,12.19
INF740K01AF0,DSPBRSTDF,DR,OMF,7.5,12.19
INF740K01656,DSPBRSTF,GR,OMF,7.5,40.33
INF740K01664,DSPBRSTMDF,DP,OMF,7.5,11.47
INF740K01AG8,DSPBRSTMDF,DR,OMF,7.5,11.47
INF740K01714,DSPBRTBF,GR,GMF,10,45.81
INF740K01243,DSPBRTEF,GR,OMF,8.5,322.95
INF740K01227,DSPBRTEF,DP,OMF,8.5,21.29
INF740K01235,DSPBRTEF,DR,OMF,8.5,21.29
INF740K01185,DSPBRTSF,GR,OMF,7.5,90.87
INF740K01169,DSPBRTSF,DP,OMF,7.5,19.51
INF740K01177,DSPBRTSF,DR,OMF,7.5,19.51
INF740K01284,DSPBRWEF,GR,OMF,7.5,18.01
INF740K01292,DSPBRWEF,DP,OMF,7.5,13.87
INF740K01300,DSPBRWEF,DR,OMF,7.5,13.87
INF740K01268,DSPBRWGF,DP,OMF,7.5,11.07
INF740K01250,DSPBRWGF,GR,OMF,7.5,16.60
INF740K01276,DSPBRWGF,DR,OMF,7.5,11.07
INF740K01730,DSPBRWMF,GR,OMF,7.5,15.76
INF740K01748,DSPBRWMF,DP,OMF,7.5,15.76
INF740K01AL8,DSPBRWMF,DR,OMF,7.5,15.76
INF740KA1KE8,DSPCBDGR,GR,OMF,7.5,13.97
INF740KA1JY8,DSPCBRDP,DP,OMF,7.5,11.38
INF740KA1JZ5,DSPCBRDR,DR,OMF,7.5,11.38
INF740KA1JX0,DSPCBRGR,GR,OMF,7.5,13.80
INF740KA1SB7,DSPCRSDDGR,GR,OMF,7.5,10.48
INF740KA1RY1,DSPCRSDRGR,GR,OMF,7.5,10.47
INF740K01K65,DSPDAAFRDP,DP,OMF,7.5,12.07
INF740K01K73,DSPDAAFRDR,DR,OMF,7.5,12.07
INF740K01K57,DSPDAAFRG,GR,OMF,7.5,21.29
INF740K01K81,DSPDYADGR,GR,OMF,7.5,23.80
INF740KA1CS5,DSPENDDP,DP,OMF,7.5,17.73
INF740KA1CT3,DSPENDDR,DR,OMF,7.5,17.73
INF740KA1CR7,DSPENDGR,GR,OMF,7.5,18.63
INF740KA1CP1,DSPENRDP,DP,OMF,7.5,17.23
INF740KA1CQ9,DSPENRDR,DR,OMF,7.5,17.23
INF740KA1CO4,DSPENRGR,GR,OMF,7.5,18.13
INF740K01PJ0,DSPEQDDP,DP,OMF,7.5,74.15
INF740K01PK8,DSPEQDDR,DR,OMF,7.5,74.15
INF740K01PI2,DSPEQDGR,GR,OMF,7.5,78.25
INF740KA1504,DSPESDGR,GR,OMF,7.5,19.30
INF740KA1447,DSPESRDP,DP,OMF,7.5,11.58
INF740KA1454,DSPESRDR,DR,OMF,7.5,11.58
INF740KA1439,DSPESRGR,GR,OMF,7.5,17.52
INF740KA1462,DSPESRMDP,DP,OMF,7.5,12.75
INF740KA1470,DSPESRMDR,DR,OMF,7.5,12.75
INF740KA1488,DSPESRQDP,DP,OMF,7.5,12.69
INF740KA1496,DSPESRQDR,DR,OMF,7.5,12.69
INF740K01OC8,DSPF25DDP,DP,OMF,7.5,32.91
INF740K01OD6,DSPF25DDR,DR,OMF,7.5,32.91
INF740K01OB0,DSPF25DGR,GR,OMF,7.5,39.77
INF740KA1PV1,DSPFFDGR,GR,OMF,7.5,11.26
INF740KA1PS7,DSPFFRGR,GR,OMF,7.5,11.19
INF740K01Z50,DSPGAFDGR,GR,OMF,7.5,18.00
INF740K01Z35,DSPGAFRDP,DP,OMF,7.5,14.88
INF740K01Z43,DSPGAFRDR,DR,OMF,7.5,14.88
INF740K01Z27,DSPGAFRG,GR,OMF,7.5,17.22
INF740K01NF3,DSPGSCDGR,GR,GMF,10,86.14
INF740KA1LH9,DSPHCDDP,DP,OMF,7.5,19.29
INF740KA1LI7,DSPHCDDR,DR,OMF,7.5,19.29
INF740KA1LG1,DSPHCDGR,GR,OMF,7.5,25.80
INF740KA1LE6,DSPHCRDP,DP,OMF,7.5,17.97
INF740KA1LF3,DSPHCRDR,DR,OMF,7.5,17.97
INF740KA1LD8,DSPHCRGR,GR,OMF,7.5,24.02
INF740K01OS4,DSPIOPDGR,GR,OMF,7.5,37.74
INF740K01QL4,DSPLQDGR,GR,GMF,10,3279.54
INF740K01QE9,DSPMCRDDP,DP,OMF,7.5,50.61
INF740K01QF6,DSPMCRDDR,DR,OMF,7.5,50.61
INF740K01QD1,DSPMCRDGR,GR,OMF,7.5,142.89
INF740K01NO5,DSPMIPDGR,GR,OMF,7.5,52.72
INF740K01ON5,DSPMNYDGR,GR,OMF,7.5,3192.70
INF740KA1MN5,DSPNFDDP,DP,OMF,7.5,17.62
INF740KA1MO3,DSPNFDDR,DR,OMF,7.5,17.62
INF740KA1MM7,DSPNFDGR,GR,OMF,7.5,18.60
INF740KA1MJ3,DSPNFRGR,GR,OMF,7.5,18.45
INF740KA1SH4,DSPNISDDGR,GR,OMF,7.5,10.38
INF740KA1SE1,DSPNISDRGR,GR,OMF,7.5,10.37
INF740KA1MH7,DSPNNFDDP,DP,OMF,7.5,16.44
INF740KA1MI5,DSPNNFDDR,DR,OMF,7.5,16.44
INF740KA1MG9,DSPNNFDGR,GR,OMF,7.5,17.24
INF740KA1MD6,DSPNNFRGR,GR,OMF,7.5,17.02
INF740K01QB5,DSPNRNDDP,DP,OMF,7.5,26.82
INF740K01QC3,DSPNRNDDR,DR,OMF,7.5,26.82
INF740K01QA7,DSPNRNDGR,GR,OMF,7.5,66.17
INF740KA1QV9,DSPNSDGR,GR,OMF,7.5,10.68
INF740KA1QS5,DSPNSRGR,GR,OMF,7.5,10.66
INF740KA1MC8,DSPONDGR,GR,GMF,10,1222.70
INF740KA1MB0,DSPONRGR,GR,GMF,10,1218.08
INF740K01PM4,DSPOPPDDP,DP,OMF,7.5,84.21
INF740K01PN2,DSPOPPDDR,DR,OMF,7.5,84.21
INF740K01PL6,DSPOPPDGR,GR,OMF,7.5,437.81
INF740KA1NR4,DSPQFDDP,DP,OMF,7.5,16.86
INF740KA1NS2,DSPQFDDR,DR,OMF,7.5,16.86
INF740KA1NQ6,DSPQFDGR,GR,OMF,7.5,17.73
INF740KA1NO1,DSPQFRDP,DP,OMF,7.5,16.33
INF740KA1NP8,DSPQFRDR,DR,OMF,7.5,16.33
INF740KA1NN3,DSPQFRGR,GR,OMF,7.5,17.20
INF740K01GK7,DSPSB,GR,OMF,7.5,2885.62
INF740K01441,DSPSFAGGG,GR,OMF,7.5,47.42
INF740K01458,DSPSFAGGMP,DP,OMF,7.5,10.91
INF740K01474,DSPSFAGGQP,DP,OMF,7.5,11.18
INF740K01482,DSPSFAGGQP,DR,OMF,7.5,11.18
INF740K01PY9,DSPSMCDDP,DP,OMF,7.5,53.03
INF740K01PZ6,DSPSMCDDR,DR,OMF,7.5,53.03
INF740K01PX1,DSPSMCDGR,GR,OMF,7.5,103.54
INF740K01QG4,DSPSTBDGR,GR,OMF,7.5,3035.27
INF740K01NJ5,DSPSTDGR,GR,OMF,7.5,43.30
INF740K01OL9,DSPTAXDDP,DP,OMF,7.5,63.73
INF740K01OK1,DSPTAXDGR,GR,OMF,7.5,99.06
INF740K01PV5,DSPTGRDDP,DP,OMF,7.5,38.33
INF740K01PW3,DSPTGRDDR,DR,OMF,7.5,38.33
INF740K01PU7,DSPTGRDGR,GR,OMF,7.5,202.79
INF740K01PS1,DSPTOPDDP,DP,OMF,7.5,23.99
INF740K01PT9,DSPTOPDDR,DR,OMF,7.5,23.99
INF740K01PR3,DSPTOPDGR,GR,OMF,7.5,347.07
INF740K01NU2,DSPTREDGR,GR,GMF,10,46.99
INF740K01OI5,DSPUFEDDP,DP,OMF,7.5,45.25
INF740K01OJ3,DSPUFEDDR,DR,OMF,7.5,45.25
INF740K01OH7,DSPUFEDGR,GR,OMF,7.5,48.76
INF740K01LQ4,DSPUFEDP,DP,OMF,7.5,23.88
INF740K01LP6,DSPUFEG,GR,OMF,7.5,45.24
INF740K013Q1,DSPUSTDGR,GR,OMF,7.5,17.70
INF740K018P2,DSPUSTRGR,GR,OMF,7.5,17.24
INF740KA1PP3,DSPVFDGR,GR,OMF,7.5,14.84
INF740KA1PN8,DSPVFRDP,DP,OMF,7.5,13.06
INF740KA1PO6,DSPVFRDR,DR,OMF,7.5,13.06
INF740KA1PM0,DSPVFRGR,GR,OMF,7.5,14.55
INF740K01OE4,DSPWAFDGR,GR,OMF,7.5,19.56
INF740K01EK2,DSPWAFG,GR,OMF,7.5,18.95
INF740K01PC5,DSPWEFDGR,GR,OMF,7.5,18.74
INF740K01PA9,DSPWGFDP,DP,OMF,7.5,11.59
INF740K01PB7,DSPWGFDR,DR,OMF,7.5,11.59
INF740K01OZ9,DSPWGFGR,GR,OMF,7.5,17.52
INF740K01PF8,DSPWMFDGR,GR,OMF,7.5,16.74
INF223J019N4,DWSARGP,GR,OMF,7.5,16.10
INF223J011M3,DWSARMDP,DP,OMF,7.5,10.73
INF223J015M4,DWSARMDR,DR,OMF,7.5,10.73
INF754K01285,EARE,GR,OMF,7.5,39.39
INF754K01251,EARE,DP,OMF,7.5,18.14
INF754K01269,EARE,DR,OMF,7.5,18.14
INF761K01BO6,EDDG,DP,OMF,7.5,21.25
INF754K01012,EDGEA,DP,OMF,7.5,23.84
INF754K01046,EDGEA,GR,OMF,7.5,62.40
INF754K01020,EDGEA,DR,OMF,7.5,23.84
INF192K01JS8,EFAD,DP,OMF,7.5,22.22
INF192K01JT6,EFAD,DR,OMF,7.5,22.22
INF761K01652,EFDG,DP,OMF,7.5,68.77
INF767K01063,EFDPD,DP,OMF,7.5,23.26
INF767K01055,EFDPR,DR,OMF,7.5,23.26
INF767K01EG3,EFG1G,GR,OMF,7.5,79.71
INF767K01071,EFGPG,GR,OMF,7.5,73.71
INF754K01BW4,EGDG,GR,OMF,7.5,69.45
INF903J01PP3,EMDDP,DP,OMF,7.5,28.51
INF903J01PQ1,EMDDP,DR,OMF,7.5,28.51
INF754K01HW1,EMFARBMDDP,DP,OMF,7.5,14.65
INF754K01HX9,EMFARBMDDR,DR,OMF,7.5,14.65
INF754K01HT7,EMFARBMDRP,DP,OMF,7.5,13.76
INF754K01HU5,EMFARBMDRR,DR,OMF,7.5,13.76
INF754K01IH0,EMFDARMDDP,DP,OMF,7.5,23.76
INF754K01II8,EMFDARMDDR,DR,OMF,7.5,23.76
INF754K01IK4,EMFDARMDRP,DP,OMF,7.5,20.38
INF754K01IL2,EMFDARMDRR,DR,OMF,7.5,20.38
INF754K01IP3,EMFDEIMDRP,DP,OMF,7.5,13.07
INF754K01IQ1,EMFDEIMDRR,DR,OMF,7.5,13.07
INF843K01GI3,EMFEDFDRGP,GR,OMF,7.5,17.60
INF843K01IZ3,EMFEMD1G,GR,OMF,7.5,14.71
INF754K01OP1,EMFFCDGR,GR,OMF,7.5,11.70
INF754K01PG7,EMFG7DDP,DP,OMF,7.5,10.85
INF754K01PH5,EMFG7DDR,DR,OMF,7.5,10.85
INF754K01PF9,EMFG7DGR,GR,OMF,7.5,10.85
INF754K01PB8,EMFG7RGR,GR,OMF,7.5,10.83
INF754K01PR4,EMFG8RGR,GR,OMF,7.5,10.59
INF754K01OX5,EMFGFDGR,GR,OMF,7.5,12.06
INF754K01OT3,EMFGFRGR,GR,OMF,7.5,12.02
INF754K01PN3,EMFL7DGR,GR,OMF,7.5,10.61
INF754K01PJ1,EMFL7RGR,GR,OMF,7.5,10.59
INF754K01GP7,EMFLIQDDDR,DR,GMF,10,1031.05
INF754K01GW3,EMFLIQDDMP,DP,GMF,10,1007.29
INF754K01GS1,EMFLIQDDMR,DR,GMF,10,1007.29
INF754K01GM4,EMFLIQDGP,GR,GMF,10,2962.11
INF754K01GZ6,EMFLIQDRGR,GR,GMF,10,2912.30
INF754K01HA7,EMFLIQRDDR,DR,GMF,10,1078.34
INF754K01MM2,EMFMODDP,DP,OMF,7.5,19.97
INF754K01MN0,EMFMODDR,DR,OMF,7.5,19.97
INF754K01ML4,EMFMODGG,GR,OMF,7.5,19.97
INF754K01MI0,EMFMORDP,DP,OMF,7.5,19.14
INF754K01MJ8,EMFMORDR,DR,OMF,7.5,19.14
INF754K01MH2,EMFMORGG,GR,OMF,7.5,19.14
INF843K01AO4,EMFMSD1G,GR,OMF,7.5,66.35
INF754K01LI2,EMFO25DRGP,GR,OMF,7.5,11.37
INF754K01LH4,EMFO25RPDP,DR,OMF,7.5,11.37
INF754K01LF8,EMFO25RPDR,GR,OMF,7.5,11.37
INF754K01LG6,EMFO25RPGP,DP,OMF,7.5,11.37
INF754K01NY5,EMFO2D1G,GR,OMF,7.5,10.77
INF754K01NV1,EMFO2D2R,GR,OMF,7.5,10.77
INF754K01KZ8,EMFO30DRDP,DP,OMF,7.5,12.84
INF754K01LA9,EMFO30DRDR,DR,OMF,7.5,12.84
INF754K01KY1,EMFO30DRGP,GR,OMF,7.5,12.84
INF754K01KX3,EMFO30RPDP,DR,OMF,7.5,12.84
INF754K01KV7,EMFO30RPDR,GR,OMF,7.5,12.84
INF754K01KW5,EMFO30RPGP,DP,OMF,7.5,12.84
INF754K01LO0,EMFO31DRGP,GR,OMF,7.5,11.47
INF754K01LL6,EMFO31RPDR,GR,OMF,7.5,11.47
INF754K01RC2,EMFO3DGR,GR,OMF,7.5,10.50
INF754K01QY8,EMFO3RGR,GR,OMF,7.5,10.50
INF754K01JV9,EMFONFDRGP,GR,GMF,10,1182.41
INF754K01KE3,EMFONFRGGP,GR,GMF,10,1179.72
INF754K01OG0,EMFP5DGR,GR,OMF,7.5,10.57
INF754K01OC9,EMFP5GGR,GR,OMF,7.5,10.55
INF754K01ME9,EMFP6DRDP,DP,OMF,7.5,11.29
INF754K01MF6,EMFP6DRDR,DR,OMF,7.5,11.29
INF754K01MD1,EMFP6DRGP,GR,OMF,7.5,11.29
INF754K01MA7,EMFP6RPDP,DP,OMF,7.5,11.25
INF754K01MB5,EMFP6RPDR,DR,OMF,7.5,11.25
INF754K01LZ6,EMFP6RPGP,GR,OMF,7.5,11.25
INF754K01MT7,EMFP7DGG,GR,OMF,7.5,10.72
INF754K01MP5,EMFP7RGG,GR,OMF,7.5,10.68
INF754K01JO4,EMFSCFDRDP,DP,OMF,7.5,27.46
INF754K01JP1,EMFSCFDRDR,DR,OMF,7.5,27.46
INF754K01JN6,EMFSCFDRGP,GR,OMF,7.5,31.39
INF754K01JK2,EMFSCFRGDP,DP,OMF,7.5,25.41
INF754K01JL0,EMFSCFRGDR,DR,OMF,7.5,25.41
INF754K01JJ4,EMFSCFRGGR,GR,OMF,7.5,29.24
INF754K01RK5,EMFSDDGR,GR,OMF,7.5,10.35
INF754K01RG3,EMFSDRGR,GR,OMF,7.5,10.33
INF754K01LV5,EMFWHDRGP,GR,OMF,7.5,13.49
INF754K01LS1,EMFWHRPDP,DP,OMF,7.5,13.28
INF754K01LT9,EMFWHRPDR,DR,OMF,7.5,13.28
INF754K01LR3,EMFWHRPGP,GR,OMF,7.5,13.28
INF903J01PR9,EMGPD,GR,OMF,7.5,66.25
INF200KA1A63,EMV575D,DR,OMF,7.5,18.48
INF200KA1A55,EMV575DP,DP,OMF,7.5,18.48
INF200KA1A48,EMV575G,GR,OMF,7.5,18.47
INF200KA1A71,EMVD575G,GR,OMF,7.5,18.78
INF754K01CE0,ENDG,GR,OMF,7.5,49.93
INF754K01202,ENEFA,GR,OMF,7.5,44.81
INF754K01178,ENEFA,DP,OMF,7.5,23.11
INF754K01186,ENEFA,DR,OMF,7.5,23.11
INF789F01TC4,EQD2G,GR,OMF,7.5,262.97
INF754K01CA8,ESDG,GR,OMF,7.5,89.90
INF754K01525,ESDPD,DP,OMF,7.5,21.40
INF754K01541,ESDPR,DR,OMF,7.5,21.40
INF789F1A777,ESFDPGRO,GR,OMF,7.5,15.52
INF789F1A736,ESFRPDPO,DP,OMF,7.5,14.86
INF789F1A728,ESFRPDRI,DR,OMF,7.5,14.86
INF789F1A744,ESFRPGRO,GR,OMF,7.5,14.86
INF789F1A835,ESFRPQDP,DP,OMF,7.5,14.86
INF789F1A827,ESFRPQDR,DR,OMF,7.5,14.86
INF754K01517,ESGPG,GR,OMF,7.5,78.59
INF789F01TF7,ETD2G,GR,OMF,7.5,167.30
INF754K01LB7,EUSTCDRG,GR,OMF,7.5,18.27
INF754K01LC5,EUSTCRRG,GR,OMF,7.5,17.67
INF090I01IZ5,FAEFDGP,GR,OMF,7.5,27.20
INF090I01999,FAEFDP,DP,OMF,7.5,12.31
INF090I01AA5,FAEFDR,DR,OMF,7.5,12.31
INF090I01AB3,FAEFGP,GR,OMF,7.5,25.33
INF090I01JD0,FBIFDDP,DP,OMF,7.5,36.41
INF090I01JE8,FBIFDDR,DR,OMF,7.5,36.41
INF090I01JF5,FBIFDGP,GR,OMF,7.5,93.20
INF090I01AC1,FBIFDP,DP,OMF,7.5,30.70
INF090I01AD9,FBIFDR,DR,OMF,7.5,30.70
INF090I01AE7,FBIFGP,GR,OMF,7.5,82.77
INF917K01TW9,FCADP,DP,OMF,7.5,15.44
INF917K01TV1,FCPAD,DR,OMF,7.5,15.44
INF917K01LA2,FCPED,DR,OMF,7.5,24.55
INF917K01LB0,FCPEG,GR,OMF,7.5,40.39
INF917K01KZ1,FCPEP,DP,OMF,7.5,24.55
INF917K01KY4,FCPMD,GR,OMF,7.5,33.53
INF917K01KX6,FCPMG,DR,OMF,7.5,17.69
INF917K01KW8,FCPMP,DP,OMF,7.5,17.69
INF223J01FK8,FFIG,GR,OMF,7.5,29.92
INF090I01JP4,FFUSOFDDP,DP,OMF,7.5,56.11
INF090I01JQ2,FFUSOFDDR,DR,OMF,7.5,56.11
INF090I01JR0,FFUSOFDGR,GR,OMF,7.5,56.11
INF090I01EV3,FFUSOFDP,DP,OMF,7.5,50.62
INF090I01EU5,FFUSOFDR,DR,OMF,7.5,50.62
INF090I01EW1,FFUSOFGR,GR,OMF,7.5,50.62
INF090I01WR3,FIBAFDPD,DP,OMF,7.5,11.00
INF090I01WS1,FIBAFDPD,DR,OMF,7.5,11.00
INF090I01WQ5,FIBAFGPD,GR,OMF,7.5,11.00
INF090I01FO5,FIBCFDDP,DP,OMF,7.5,47.32
INF090I01FP2,FIBCFDDR,DR,OMF,7.5,47.32
INF090I01FN7,FIBCFDGP,GR,OMF,7.5,814.61
INF090I01155,FIBCFDP,DP,OMF,8.5,41.45
INF090I01163,FIBCFDR,DR,OMF,8.5,41.45
INF090I01171,FIBCFGP,GR,OMF,8.5,747.94
INF090I01KR8,FIBPDFDGP,GR,OMF,7.5,20.12
INF090I01KO5,FIBPDFGP,GR,OMF,7.5,19.39
INF761K01702,FIDG,DP,OMF,7.5,39.66
INF090I01PA3,FIESF,GR,OMF,7.5,13.82
INF090I01PD7,FIESFDGR,GR,OMF,7.5,14.86
INF090I01OZ3,FIESFDP,DP,OMF,7.5,12.40
INF090I01OY6,FIESFDR,DR,OMF,7.5,12.40
INF090I01PF2,FIESFMDP,DP,OMF,7.5,11.95
INF090I01PE5,FIESFMDR,DR,OMF,7.5,11.95
INF090I01PJ4,FIESFQDP,DP,OMF,7.5,11.46
INF090I01PI6,FIESFQDR,DR,OMF,7.5,11.46
INF090I01IL5,FIFCAPDDP,DP,OMF,7.5,20.01
INF090I01IM3,FIFCAPDDR,DR,OMF,7.5,20.01
INF090I01IN1,FIFCAPDGP,GR,OMF,7.5,142.21
INF090I01189,FIFCAPDP,DP,OMF,7.5,17.78
INF090I01197,FIFCAPDR,DR,OMF,7.5,17.78
INF090I01205,FIFCAPGP,GR,OMF,8.5,131.37
INF090I01FF3,FIFDDP,DP,OMF,7.5,39.74
INF090I01FG1,FIFDDR,DR,OMF,7.5,39.74
INF090I01FE6,FIFDGP,GR,OMF,7.5,348.46
INF090I01759,FIFDP,DP,OMF,7.5,36.15
INF090I01767,FIFDR,DR,OMF,7.5,36.15
INF090I01KX6,FIFFEGFDGP,GR,OMF,7.5,10.60
INF090I01742,FIFGP,GR,OMF,7.5,323.15
INF090I01LN5,FIFRDP,DP,OMF,7.5,10.16
INF090I01LK1,FIFRGP,GR,OMF,7.5,37.51
INF090I01HS2,FIGSFGP,GR,GMF,10,55.72
INF090I01IU6,FIHGCFDDP,DP,OMF,7.5,38.23
INF090I01IV4,FIHGCFDDR,DR,OMF,7.5,38.23
INF090I01IW2,FIHGCFDGP,GR,OMF,7.5,85.00
INF090I01965,FIHGCFDP,DP,OMF,7.5,32.71
INF090I01973,FIHGCFDR,DR,OMF,7.5,32.71
INF090I01981,FIHGCFGP,GR,OMF,7.5,76.71
INF090I01GQ8,FIIFNSEDDP,DP,OMF,7.5,161.51
INF090I01GR6,FIIFNSEDDR,DR,OMF,7.5,161.51
INF090I01GS4,FIIFNSEDGP,GR,OMF,7.5,161.51
